Company,Product,TypeName,Inches,ScreenResolution,ScreenType,TouchScreen,CPU_Company,CPU_Type,Frequency_GHz,Frequency_Category,RAM_GB,RAM_Category,Memory,Total_Memory,Memory_Category,GPU_Company,GPU_Type,OpSys,Weight_kg,Price_Rs,Price_Category
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.37,125308,High Budget
HP,Probook 440,Notebook,14.0,1366x768,IPS Panel,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,UHD Graphics 620,Windows 10,1.63,64669,Average Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.21,145909,High Budget
HP,Spectre x360,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.26,125218,High Budget
HP,Probook 440,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,UHD Graphics 620,Windows 10,1.63,97093,High Budget
Dell,Inspiron 7570,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce 940MX,Windows 10,2.16,101214,High Budget
Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 920MX,Windows 10,2.0,50517,Average Budget
Asus,VivoBook S15,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 940MX,Windows 10,1.7,100139,High Budget
Acer,Spin 3,Notebook,15.6,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i3 7100U,2.4,Average Frequency,6,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.1,42904,Average Budget
MSI,GS63VR 7RG,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  2TB HDD,2304,High Memory,Nvidia,GeForce GTX 1070,Windows 10,1.8,200726,High Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 940MX,No OS,2.2,56339,Average Budget
HP,Probook 470,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce 930MX,Windows 10,2.5,113843,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,Not Specified,No,AMD,A9-Series 9420,3.0,High Frequency,4,Low RAM,256GB SSD,256,Low Memory,AMD,Radeon R5,Windows 10,2.1,40396,Average Budget
HP,250 G6,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3060,1.6,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 400,No OS,1.86,23198,Low Budget
HP,Probook 440,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,UHD Graphics 620,Windows 10,1.63,72730,High Budget
Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,1366x768,Not Specified,No,AMD,E-Series 6110,1.5,Low Frequency,4,Low RAM,64GB SSD,64,Low Memory,AMD,Radeon R2,Windows 10 S,1.65,24810,Low Budget
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,256GB SSD +  2TB HDD,2304,High Memory,AMD,Radeon 530,Windows 10,2.8,125039,High Budget
HP,ProBook 470,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,2.5,83120,High Budget
Dell,Inspiron 5567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,AMD,Radeon R7 M445,Windows 10,2.36,57145,Average Budget
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5 M430,Windows 10,2.2,40216,Average Budget
Acer,Swift 3,Ultrabook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.6,79179,High Budget
Acer,Aspire A515-51G-37JS,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 7130U,2.7,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Nvidia,GeForce MX130,Windows 10,2.2,51234,Average Budget
HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.05,53562,Average Budget
HP,Probook 440,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.63,88495,High Budget
Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 500,No OS,1.9,22571,Low Budget
Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,3.0,84016,High Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 920MX,No OS,2.2,44695,Average Budget
HP,Envy 13-AD007nv,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.32,62609,Average Budget
Acer,Aspire 5,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i3 7130U,2.7,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce MX130,Windows 10,3.0,58668,Average Budget
Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon RX 550,Windows 10,1.75,99960,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050M,No OS,2.4,77836,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,53921,Average Budget
HP,255 G6,Notebook,15.6,1366x768,Not Specified,No,AMD,A6-Series 9220,2.5,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,AMD,Radeon R4 Graphics,Windows 10,1.86,33051,Low Budget
Asus,ZenBook UX430UA,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.25,98437,High Budget
HP,EliteBook Folio,Ultrabook,12.5,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Yes,Intel,Core M 6Y75,1.2,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 515,Windows 10,0.97,180393,High Budget
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Full HD,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 500,Windows 10,2.0,30812,Low Budget
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1070,Windows 10,2.9,181737,High Budget
Acer,Aspire A315-51,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 520,Windows 10,2.1,40037,Average Budget
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.56,111872,High Budget
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,1.0TB Hybrid,1024,Average Memory,Nvidia,GeForce GTX 1050,Windows 10,2.62,80523,High Budget
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,1.9,44605,Average Budget
MSI,GE73VR 7RE,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.8,169287,High Budget
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i5 7500U,2.7,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.48,96914,High Budget
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,6,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 520,Windows 10,1.91,55443,Average Budget
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.74,56339,Average Budget
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.1,117784,High Budget
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.56,93958,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.2,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,40037,Average Budget
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,Not Specified,No,AMD,A9-Series 9420,3.0,High Frequency,4,Low RAM,1TB HDD,1024,Average Memory,AMD,Radeon R5 M420,Windows 10,2.03,36096,Low Budget
Acer,Aspire A517-51G,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,256GB SSD,256,Low Memory,Nvidia,GeForce MX150,Windows 10,3.0,72103,High Budget
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 520,Windows 10,2.13,65206,Average Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,96646,High Budget
Acer,Aspire A315-31,Notebook,15.6,1366x768,Not Specified,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 500,Windows 10,2.1,31170,Low Budget
MSI,GE63VR 7RE,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.4,161136,High Budget
Acer,Aspire 3,Notebook,15.6,1366x768,Not Specified,No,Intel,Pentium Quad Core N4200,1.1,Low Frequency,4,Low RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 505,Windows 10,2.1,32513,Low Budget
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.56,94944,High Budget
Acer,Aspire A517-51G,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce MX150,Windows 10,3.0,76492,High Budget
HP,ProBook 430,Notebook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,UHD Graphics 620,Windows 10,1.49,67535,Average Budget
Huawei,MateBook X,Ultrabook,13.0,2160x1440,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,1.05,120829,High Budget
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,6,Average RAM,2TB HDD,2048,High Memory,AMD,Radeon 520,Windows 10,2.71,62609,Average Budget
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,Not Specified,No,AMD,A6-Series 9220,2.9,High Frequency,4,Low RAM,500GB HDD,500,Low Memory,AMD,Radeon R4 Graphics,No OS,2.2,27677,Low Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 620,Windows 10,2.0,43799,Average Budget
HP,ProBook 470,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,2.5,82673,High Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 7100U,2.4,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.3,41112,Average Budget
Acer,Aspire A315-51,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,40216,Average Budget
MSI,GT80S 6QF-074US,Gaming,18.4,1920x1080,Full HD,No,Intel,Core i7 6920HQ,2.9,High Frequency,32,High RAM,512GB SSD +  1TB HDD,1536,High Memory,Nvidia,GTX 980 SLI,Windows 10,4.4,250706,High Budget
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,R17M-M1-70,Windows 10,1.9,72820,High Budget
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Yes,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.29,134265,High Budget
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,256GB SSD +  2TB HDD,2304,High Memory,AMD,Radeon 530,Linux,2.02,93958,High Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.23,125308,High Budget
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,UHD Graphics 620,Windows 10,1.4,165614,High Budget
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 620,Windows 10,2.0,71029,High Budget
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce MX150,No OS,1.95,107394,High Budget
Dell,Inspiron 7773,Notebook,17.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce 150MX,Windows 10,2.77,138743,High Budget
Dell,XPS 15,Notebook,15.6,3840x2160,4K Ultra HD / Touchscreen,Yes,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1050,Windows 10,2.06,214699,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce GTX 1050,No OS,2.4,69775,Average Budget
Acer,Swift 7,Ultrabook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7Y54,1.2,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 615,Windows 10,1.12,88584,High Budget
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,128GB SSD +  1TB HDD,1152,High Memory,AMD,Radeon 530,Windows 10,2.8,97183,High Budget
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2560x1440,Touchscreen,Yes,Intel,Core i7 7500U,2.7,Average Frequency,16,Average RAM,1TB SSD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,1.42,252945,High Budget
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,1920x1080,IPS Panel Full HD,No,Intel,Celeron Dual Core N3350,1.1,Low Frequency,4,Low RAM,32GB Flash Storage,32,Low Memory,Intel,HD Graphics 500,Windows 10,1.3,23288,Low Budget
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce MX150,No OS,1.3,89480,High Budget
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Not Specified,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce MX150,No OS,2.8,62519,Average Budget
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,IPS Panel Full HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,UHD Graphics 620,Windows 10,1.62,75149,High Budget
HP,ProBook 470,Notebook,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 930MX,Windows 10,2.5,81866,High Budget
Razer,Blade Pro,Gaming,17.3,3840x2160,4K Ultra HD / Touchscreen,Yes,Intel,Core i7 7820HK,2.9,High Frequency,32,High RAM,1TB SSD,1024,Average Memory,Nvidia,GeForce GTX 1080,Windows 10,3.49,546287,High Budget
HP,ProBook 430,Notebook,13.3,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,UHD Graphics 620,Windows 10,1.49,85897,High Budget
HP,Omen 17-W295,Gaming,17.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1050,Windows 10,3.35,123517,High Budget
HP,Probook 470,Notebook,17.3,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,2.5,93600,High Budget
Dell,Inspiron 7577,Gaming,15.6,3840x2160,IPS Panel 4K Ultra HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD +  1TB HDD,1536,High Memory,Nvidia,GeForce GTX 1060,Windows 10,2.65,165256,High Budget
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 6200U,2.3,Average Frequency,4,Low RAM,128GB SSD,128,Low Memory,Intel,HD Graphics 520,Windows 10,2.1,44158,Average Budget
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce 940MX,Windows 10,2.23,66460,Average Budget
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD +  1TB HDD,1536,High Memory,Nvidia,GeForce GTX 1060,Windows 10,3.2,156657,High Budget
Dell,Precision 7520,Workstation,15.6,3840x2160,4K Ultra HD,No,Intel,Xeon E3-1505M V6,3.0,High Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,Quadro M1200,Windows 10,2.8,273636,High Budget
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,512GB SSD,512,Low Memory,Nvidia,GeForce GTX 1060,No OS,2.4,125218,High Budget
Dell,Inspiron 3567,Notebook,15.6,1366x768,Touchscreen,Yes,Intel,Core i3 7100U,2.4,Average Frequency,6,Average RAM,1TB HDD,1024,Average Memory,Intel,HD Graphics 620,Windows 10,2.3,39321,Low Budget
Dell,XPS 13,Ultrabook,13.3,3840x2160,IPS Panel 4K Ultra HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.21,174571,High Budget
Dell,XPS 13,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.2,129786,High Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,Windows 10,2.2,53473,Average Budget
Acer,Aspire 7,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 1050,Linux,2.4,69775,Average Budget
Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,Full HD,No,Intel,Core i7 7700HQ,2.8,Average Frequency,16,Average RAM,256GB SSD +  1TB HDD,1280,High Memory,Nvidia,GeForce GTX 1050,Windows 10,2.9,126024,High Budget
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i3 6006U,2.0,Average Frequency,4,Low RAM,500GB HDD,500,Low Memory,Intel,HD Graphics 520,No OS,2.1,31259,Low Budget
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 620,No OS,2.2,49173,Average Budget
Huawei,MateBook X,Ultrabook,13.0,2160x1440,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,Average Frequency,8,Average RAM,512GB SSD,512,Low Memory,Intel,HD Graphics 620,Windows 10,1.05,134265,High Budget
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,IPS Panel Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 530,Windows 10,1.4,83389,High Budget
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Not Specified,No,Intel,Core i5 7200U,2.5,Average Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Nvidia,GeForce GTX 940MX,No OS,2.8,52756,Average Budget
HP,Probook 440,Notebook,14.0,1920x1080,Full HD,No,Intel,Core i7 8550U,1.8,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Nvidia,GeForce 930MX,Windows 10,1.63,92346,High Budget
Dell,Latitude 5490,Ultrabook,14.0,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.6,102915,High Budget
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Full HD / Touchscreen,Yes,Intel,Core i7 8550U,1.8,Low Frequency,16,Average RAM,512GB SSD,512,Low Memory,Intel,UHD Graphics 620,Windows 10,1.62,114560,High Budget
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,AMD,Radeon 520,Linux,2.2,60638,Average Budget
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,UHD Graphics 620,Windows 10,1.74,80523,High Budget
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,1920x1080,Full HD,No,Intel,Core i7 6500U,2.5,Average Frequency,8,Average RAM,256GB SSD,256,Low Memory,Intel,HD Graphics 520,Windows 10,1.2,122083,High Budget
HP,ProBook 450,Notebook,15.6,1920x1080,Full HD,No,Intel,Core i5 8250U,1.6,Low Frequency,8,Average RAM,1TB HDD,1024,Average Memory,Intel,UHD Graphics 620,Windows 10,2.1,71118,High Budget
